 ,Mean(before_f1_bg)
6105,59.891
6106,68.030
6107,66.519
6108,71.298
6109,70.529
6110,67.645
6111,64.631
6112,59.530
6113,64.340
6114,64.246
6115,64.136
6116,62.672
6117,61.814
6118,60.971
6119,60.414
6120,60.910
6121,56.318
6122,57.506
6123,58.602
6124,62.777
6125,59.108
6126,53.103
6127,61.868
6128,55.911
6129,61.945
6130,60.700
6131,57.430
6132,55.189
6133,56.163
6134,59.789
6135,59.477
6136,61.134
6137,54.326
6138,66.022
6139,61.458
6140,60.628
6141,55.277
6142,60.240
6143,62.094
6144,56.800
6145,57.672
6146,58.208
6147,56.765
6148,59.054
6149,56.816
6150,59.613
6151,64.843
6152,63.232
6153,57.996
6154,57.411
6155,60.150
6156,58.565
6157,57.792
6158,60.488
6159,54.887
6160,58.844
6161,58.044
6162,55.215
6163,59.258
6164,61.065
6165,57.951
6166,58.142
6167,60.298
6168,61.592
6169,61.215
6170,57.206
6171,58.459
6172,55.898
6173,59.001
6174,60.037
6175,56.545
6176,60.042
6177,52.202
6178,59.922
6179,59.339
6180,55.856
6181,56.982
6182,60.377
6183,56.892
6184,58.449
6185,59.883
6186,59.047
6187,62.299
6188,60.205
6189,61.816
6190,59.369
6191,57.227
6192,56.169
6193,63.179
6194,55.666
6195,56.608
6196,59.744
6197,61.946
6198,56.372
6199,61.373
6200,64.935
6201,59.490
6202,59.320
6203,56.506
6204,59.114
6205,63.894
6206,60.378
6207,61.135
6208,58.773
6209,56.305
6210,59.779
6211,63.732
6212,62.355
6213,63.732
6214,59.596
6215,58.623
6216,59.788
6217,58.674
6218,57.956
6219,61.126
6220,57.282
6221,60.374
6222,61.069
6223,66.359
6224,64.502
6225,59.308
6226,62.405
6227,58.922
6228,55.825
6229,54.391
6230,62.087
6231,71.491
6232,74.271
6233,68.836
6234,69.394
6235,66.575
6236,65.184
6237,64.210
6238,59.333
6239,58.336
6240,62.709
6241,60.911
6242,64.509
6243,64.539
6244,60.892
6245,66.626
6246,56.393
6247,59.858
6248,60.944
6249,56.186
6250,55.914
6251,60.703
6252,59.952
6253,59.985
6254,62.537
6255,58.739
6256,60.683
6257,60.431
6258,55.711
6259,59.217
6260,58.468
6261,62.021
6262,59.046
6263,53.835
6264,57.826
6265,58.048
6266,55.754
6267,59.021
6268,61.647
6269,63.431
6270,59.446
6271,57.635
6272,58.587
6273,58.855
6274,55.772
6275,55.866
6276,58.785
6277,52.155
6278,58.499
6279,54.814
6280,60.451
6281,59.958
6282,55.360
6283,56.391
6284,61.648
6285,60.541
6286,56.026
6287,60.193
6288,56.158
6289,54.292
6290,59.843
6291,60.959
6292,59.129
6293,59.878
6294,58.703
6295,57.654
6296,56.749
6297,55.743
6298,58.689
6299,60.773
6300,56.548
6301,54.679
6302,57.152
6303,60.558
6304,55.252
6305,57.429
6306,59.573
6307,56.117
6308,62.135
6309,59.754
6310,59.536
6311,58.310
6312,61.578
6313,65.568
6314,61.450
6315,64.097
6316,58.704
6317,59.650
6318,59.827
6319,61.420
6320,60.625
6321,59.406
6322,61.819
6323,64.099
6324,60.201
6325,61.192
6326,59.509
6327,56.624
6328,58.530
6329,55.631
6330,58.263
6331,59.526
6332,60.770
6333,58.787
6334,64.364
6335,65.689
6336,68.775
6337,61.679
6338,62.723
6339,59.631
6340,56.141
6341,62.369
6342,57.210
6343,53.115
6344,59.175
6345,62.498
6346,58.545
6347,61.753
6348,62.154
6349,60.373
6350,59.266
6351,56.917
6352,58.420
6353,55.922
6354,58.025
6355,58.358
6356,60.701
6357,57.459
6358,60.029
6359,59.294
6360,57.970
6361,57.763
6362,57.143
6363,54.306
6364,56.110
6365,57.728
6366,57.904
6367,59.004
6368,60.423
6369,56.994
6370,54.558
6371,63.441
6372,58.319
6373,55.989
6374,57.579
6375,59.397
6376,61.977
6377,59.801
6378,55.705
6379,56.902
6380,60.679
6381,59.094
6382,56.978
6383,58.423
6384,62.564
6385,56.499
6386,61.410
6387,56.094
6388,60.107
6389,58.029
6390,59.225
6391,56.276
6392,64.125
6393,58.723
6394,55.365
6395,56.362
6396,61.118
6397,58.119
6398,58.104
6399,55.684
6400,58.481
6401,55.108
6402,57.454
6403,55.849
6404,57.702
6405,53.190
6406,54.417
6407,60.004
6408,53.938
6409,57.229
6410,59.581
6411,59.440
6412,63.060
6413,59.930
6414,56.797
6415,56.093
6416,54.672
6417,58.921
6418,56.196
6419,64.314
6420,60.148
6421,57.153
6422,60.605
6423,61.604
6424,59.584
6425,61.888
6426,68.013
6427,63.030
6428,64.202
6429,61.142
6430,64.109
6431,61.837
6432,65.459
6433,66.128
6434,67.868
6435,67.381
6436,60.810
6437,63.518
6438,62.710
6439,61.913
6440,60.930
6441,60.422
6442,61.999
6443,63.302
6444,57.384
6445,57.823
6446,62.000
6447,61.618
6448,58.609
6449,63.500
6450,60.693
6451,62.183
6452,58.863
6453,56.881
6454,58.787
6455,59.859
6456,57.275
6457,56.138
6458,58.371
6459,56.431
6460,60.326
6461,59.199
6462,56.821
6463,56.394
6464,55.645
6465,57.454
6466,58.972
6467,54.480
6468,53.570
6469,53.473
6470,53.312
6471,59.915
6472,58.500
6473,59.087
6474,57.192
6475,56.765
6476,58.298
6477,60.387
6478,61.071
6479,58.167
6480,53.062
6481,55.011
6482,58.599
6483,56.309
6484,58.685
6485,60.570
6486,57.390
6487,58.151
6488,56.814
6489,55.806
6490,55.441
6491,60.391
6492,57.175
6493,60.737
6494,54.834
6495,58.253
6496,60.387
6497,60.195
6498,55.225
6499,54.190
6500,55.509
6501,57.799
6502,60.028
6503,57.335
6504,59.449
6505,62.489
6506,58.915
6507,57.121
6508,55.839
6509,56.815
6510,56.733
6511,58.559
6512,57.357
6513,56.529
6514,56.223
6515,53.806
6516,58.585
6517,55.930
6518,54.359
6519,57.637
6520,62.953
6521,58.050
6522,56.719
6523,53.346
6524,57.552
6525,62.720
6526,57.132
6527,57.790
6528,55.500
6529,57.261
6530,63.723
6531,59.100
6532,55.371
6533,62.132
6534,59.117
6535,58.243
6536,60.060
6537,65.998
6538,57.811
6539,60.794
6540,66.114
6541,69.095
6542,71.867
6543,71.268
6544,64.078
6545,65.262
6546,57.430
6547,55.877
6548,60.636
6549,56.415
6550,55.898
6551,61.727
6552,62.360
6553,59.677
6554,58.220
6555,63.587
6556,62.541
6557,55.142
6558,61.128
6559,53.672
6560,58.173
6561,55.554
6562,58.092
6563,54.709
6564,52.166
6565,58.868
6566,58.683
6567,57.894
6568,51.769
6569,58.371
6570,56.021
6571,55.417
6572,54.513
6573,58.304
6574,58.767
6575,57.492
6576,57.454
6577,53.431
6578,59.184
6579,58.562
6580,52.999
6581,59.594
6582,56.121
6583,58.690
6584,56.812
6585,57.330
6586,56.425
6587,58.084
6588,56.217
6589,57.603
6590,55.616
6591,58.415
6592,56.849
6593,56.886
6594,64.652
6595,56.513
6596,57.839
6597,56.619
6598,56.039
6599,55.637
6600,56.570
6601,55.645
6602,58.416
6603,55.251
6604,58.056
6605,58.988
6606,57.124
6607,57.188
6608,61.086
6609,61.903
6610,57.670
6611,60.725
6612,55.785
6613,57.122
6614,58.538
6615,62.166
6616,59.276
6617,54.615
6618,55.345
6619,50.789
6620,58.584
6621,54.738
6622,55.119
6623,54.491
6624,57.533
6625,59.050
6626,54.217
6627,55.767
6628,56.606
6629,56.903
6630,62.110
6631,58.693
6632,56.180
6633,55.862
6634,56.917
6635,53.783
6636,65.381
6637,56.967
6638,59.249
6639,59.444
6640,58.009
6641,56.605
6642,58.850
6643,58.915
6644,53.408
6645,57.978
6646,60.218
6647,58.727
6648,60.952
6649,61.756
6650,64.412
6651,62.876
6652,60.415
6653,65.227
6654,61.269
6655,63.798
6656,62.806
6657,55.521
6658,61.128
6659,60.622
6660,61.522
6661,58.435
6662,56.310
6663,59.377
6664,60.725
6665,60.285
6666,60.171
6667,59.910
6668,59.310
6669,56.640
6670,56.978
6671,57.161
6672,63.600
6673,57.840
6674,54.683
6675,57.506
6676,60.867
6677,56.912
6678,63.674
6679,66.477
6680,70.521
6681,68.270
6682,64.699
6683,65.760
6684,60.097
6685,60.978
6686,59.970
6687,58.302
6688,58.794
6689,60.770
6690,54.640
6691,57.706
6692,57.715
6693,60.223
6694,55.608
6695,55.285
6696,57.016
6697,60.616
6698,57.464
6699,55.129
6700,54.242
6701,53.268
6702,57.150
6703,57.085
6704,57.873
6705,59.383
6706,60.259
6707,55.504
6708,57.160
6709,60.314
6710,60.926
6711,59.886
6712,55.975
6713,56.213
6714,61.128
6715,53.401
6716,57.608
6717,58.800
6718,57.632
6719,59.094
6720,53.210
